task,source_file,setting,embedding,baseline,primary_metric,secondary_metric,primary_value,primary_baseline,primary_delta,secondary_value,secondary_baseline,secondary_delta,failure_type
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-GM;direction=mHSC-L->mHSC-GM;protocol=strict;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,f1,0.787363,0.771369,0.015994000000000064,0.710078,0.723502,-0.013423999999999991,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-GM;direction=mHSC-L->mHSC-GM;protocol=coverage_matched;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,f1,0.787363,0.771369,0.015994000000000064,0.710078,0.723502,-0.013423999999999991,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-GM;direction=mHSC-L->mHSC-GM;protocol=topology_matched;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,f1,0.787363,0.771369,0.015994000000000064,0.710078,0.723502,-0.013423999999999991,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=hESC;direction=mDC->hESC;protocol=native;clf=lr;seed=3;n_common_genes=7371;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=1519;oov_test_count=1561;oov_train_rate=0.2060778727445394;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,scGPT_human,baseline,auroc,f1,0.467994,0.430596,0.03739800000000004,0.364621,0.378018,-0.013397000000000048,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-L;direction=mHSC-GM->mHSC-L;protocol=native;clf=lr;seed=2;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,f1,0.759283,0.759234,4.900000000007676e-05,0.61258,0.625899,-0.01331899999999997,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-L;direction=mHSC-GM->mHSC-L;protocol=strict;clf=lr;seed=2;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,f1,0.759283,0.759234,4.900000000007676e-05,0.61258,0.625899,-0.01331899999999997,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-L;direction=mHSC-GM->mHSC-L;protocol=coverage_matched;clf=lr;seed=2;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,f1,0.759283,0.759234,4.900000000007676e-05,0.61258,0.625899,-0.01331899999999997,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-L;direction=mHSC-GM->mHSC-L;protocol=topology_matched;clf=lr;seed=2;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,f1,0.759283,0.759234,4.900000000007676e-05,0.61258,0.625899,-0.01331899999999997,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mHSC-L;direction=mHSC-E->mHSC-L;protocol=native;clf=mlp;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,minus,baseline,auroc,f1,0.650619,0.633333,0.017285999999999913,0.401281,0.414583,-0.01330199999999998,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mHSC-L;direction=mHSC-E->mHSC-L;protocol=strict;clf=mlp;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,minus,baseline,auroc,f1,0.650619,0.633333,0.017285999999999913,0.401281,0.414583,-0.01330199999999998,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mHSC-L;direction=mHSC-E->mHSC-L;protocol=coverage_matched;clf=mlp;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,minus,baseline,auroc,f1,0.650619,0.633333,0.017285999999999913,0.401281,0.414583,-0.01330199999999998,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mDC;direction=mHSC-GM->mDC;protocol=strict;clf=lr;seed=4;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=1969;n_test_edges=257;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,f1,0.562508,0.553678,0.008830000000000005,0.508197,0.521401,-0.013203999999999994,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=hHep;direction=mHSC-E->hHep;protocol=native;clf=mlp;seed=4;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=704;oov_train_rate=0.1820663586728265;oov_test_rate=0.0611376465479808;oov_policy=mean_embedding,minus,baseline,auroc,f1,0.760384,0.753523,0.006860999999999895,0.706475,0.71962,-0.013145000000000073,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-L;direction=mHSC-GM->mHSC-L;protocol=native;clf=mlp;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,f1,0.804828,0.800011,0.00481699999999996,0.654676,0.667811,-0.013135000000000008,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-L;direction=mHSC-GM->mHSC-L;protocol=strict;clf=mlp;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,f1,0.804828,0.800011,0.00481699999999996,0.654676,0.667811,-0.013135000000000008,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-L;direction=mHSC-GM->mHSC-L;protocol=coverage_matched;clf=mlp;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,f1,0.804828,0.800011,0.00481699999999996,0.654676,0.667811,-0.013135000000000008,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-L;direction=mHSC-GM->mHSC-L;protocol=topology_matched;clf=mlp;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,f1,0.804828,0.800011,0.00481699999999996,0.654676,0.667811,-0.013135000000000008,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=hESC;direction=mESC->hESC;protocol=strict;clf=lr;seed=2;n_common_genes=8262;retained_fraction=0.5911562678878076;n_train_edges=1596;n_test_edges=467;oov_train_count=8258;oov_test_count=173;oov_train_rate=0.999515855725006;oov_test_rate=0.0209392398934882;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,f1,0.521109,0.501149,0.01996000000000009,0.455206,0.468182,-0.012975999999999988,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=hHep;test_dataset=mHSC-E;protocol=native;clf=mlp;n=5,scGPT_human,baseline,mean_auroc,mean_f1,0.740549,0.7013842,0.0391648,0.4814112,0.49432960000000004,-0.012918400000000052,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-L;direction=mHSC-GM->mHSC-L;protocol=native;clf=mlp;seed=4;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scGPT_human,baseline,auroc,f1,0.80986,0.804695,0.005164999999999975,0.650318,0.663185,-0.012867000000000073,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-L;direction=mHSC-GM->mHSC-L;protocol=strict;clf=mlp;seed=4;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scGPT_human,baseline,auroc,f1,0.80986,0.804695,0.005164999999999975,0.650318,0.663185,-0.012867000000000073,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-L;direction=mHSC-GM->mHSC-L;protocol=coverage_matched;clf=mlp;seed=4;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scGPT_human,baseline,auroc,f1,0.80986,0.804695,0.005164999999999975,0.650318,0.663185,-0.012867000000000073,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-L;direction=mHSC-GM->mHSC-L;protocol=topology_matched;clf=mlp;seed=4;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scGPT_human,baseline,auroc,f1,0.80986,0.804695,0.005164999999999975,0.650318,0.663185,-0.012867000000000073,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mHSC-E;test_dataset=hESC;protocol=native;clf=lr;n=5,v4_bias_rec_best,baseline,mean_auroc,mean_f1,0.6465938,0.6189954,0.027598400000000023,0.6248724,0.6376892000000001,-0.012816800000000073,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=hHep;test_dataset=mHSC-E;protocol=topology_matched;clf=mlp;n=5,minus,baseline,mean_auroc,mean_f1,0.8243346,0.788055,0.03627960000000008,0.6490012,0.6617742,-0.012773000000000034,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-GM;direction=mHSC-L->mHSC-GM;protocol=native;clf=mlp;seed=3;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,f1,0.85078,0.844442,0.006337999999999955,0.7328,0.745525,-0.012724999999999986,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-GM;direction=mHSC-L->mHSC-GM;protocol=strict;clf=mlp;seed=3;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,f1,0.85078,0.844442,0.006337999999999955,0.7328,0.745525,-0.012724999999999986,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-GM;direction=mHSC-L->mHSC-GM;protocol=coverage_matched;clf=mlp;seed=3;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,f1,0.85078,0.844442,0.006337999999999955,0.7328,0.745525,-0.012724999999999986,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-GM;direction=mHSC-L->mHSC-GM;protocol=topology_matched;clf=mlp;seed=3;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,f1,0.85078,0.844442,0.006337999999999955,0.7328,0.745525,-0.012724999999999986,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=hHep;test_dataset=mDC;protocol=strict;clf=mlp;n=5,cl_v6_fair,baseline,mean_auroc,mean_f1,0.8046506,0.6903496,0.11430099999999999,0.209709,0.2223882,-0.012679200000000002,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=hESC;test_dataset=mHSC-E;protocol=topology_matched;clf=lr;n=5,scGPT_human,baseline,mean_auroc,mean_f1,0.5239766,0.520608,0.003368600000000055,0.2299458,0.242586,-0.01264019999999999,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mESC;test_dataset=hESC;protocol=strict;clf=lr;n=5,cl_v6_fair,baseline,mean_auroc,mean_f1,0.5135148,0.5023103999999999,0.011204400000000114,0.4466008,0.459198,-0.012597199999999975,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=hESC;direction=mHSC-E->hESC;protocol=native;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=1561;oov_train_rate=0.1820663586728265;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,f1,0.64519,0.6124,0.032789999999999986,0.627157,0.639726,-0.012569000000000052,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mDC;direction=mHSC-GM->mDC;protocol=strict;clf=lr;seed=1;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=1969;n_test_edges=257;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,scconcept_encoded,baseline,auroc,f1,0.58041,0.501035,0.07937499999999997,0.519149,0.531469,-0.012319999999999998,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-GM;direction=hHep->mHSC-GM;protocol=native;clf=mlp;seed=4;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=704;oov_test_count=867;oov_train_rate=0.0611376465479808;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,f1,0.738418,0.723851,0.014566999999999997,0.352804,0.365079,-0.01227499999999998,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mDC;direction=mHSC-E->mDC;protocol=strict;clf=lr;seed=2;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=1295;n_test_edges=257;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,f1,0.644745,0.609974,0.034770999999999996,0.485714,0.497696,-0.011982000000000048,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=hESC;direction=mDC->hESC;protocol=native;clf=lr;seed=1;n_common_genes=7371;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=1519;oov_test_count=1561;oov_train_rate=0.2060778727445394;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,minus,baseline,auroc,f1,0.492422,0.419562,0.07286000000000004,0.35514,0.367035,-0.011894999999999989,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mDC;direction=mHSC-GM->mDC;protocol=native;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=1519;oov_train_rate=0.1820663586728265;oov_test_rate=0.2060778727445394;oov_policy=mean_embedding,scconcept_encoded,baseline,auroc,f1,0.509204,0.468992,0.04021199999999997,0.483346,0.495238,-0.011892000000000014,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=hESC;direction=mHSC-E->hESC;protocol=strict;clf=lr;seed=3;n_common_genes=2845;retained_fraction=0.5974380512389752;n_train_edges=2170;n_test_edges=103;oov_train_count=50;oov_test_count=49;oov_train_rate=0.0175746924428822;oov_test_rate=0.0172231985940246;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,f1,0.455466,0.384211,0.07125499999999996,0.329114,0.340909,-0.011795,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=hESC;direction=hHep->hESC;protocol=strict;clf=lr;seed=3;n_common_genes=8314;retained_fraction=0.7220147633521494;n_train_edges=2958;n_test_edges=796;oov_train_count=513;oov_test_count=513;oov_train_rate=0.0617031513110416;oov_test_rate=0.0617031513110416;oov_policy=mean_embedding,minus,baseline,auroc,f1,0.653714,0.632433,0.021280999999999994,0.33698,0.348739,-0.01175900000000002,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=hHep;direction=mHSC-GM->hHep;protocol=strict;clf=lr;seed=4;n_common_genes=2794;retained_fraction=0.5867282654346913;n_train_edges=1303;n_test_edges=153;oov_train_count=46;oov_test_count=45;oov_train_rate=0.0164638511095204;oov_test_rate=0.0161059413027916;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,f1,0.860254,0.814129,0.04612499999999997,0.619048,0.630769,-0.011720999999999981,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mDC;direction=mHSC-GM->mDC;protocol=strict;clf=lr;seed=2;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=1969;n_test_edges=257;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,f1,0.610431,0.555231,0.055199999999999916,0.531835,0.543478,-0.01164300000000007,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=hESC;direction=mESC->hESC;protocol=native;clf=lr;seed=1;n_common_genes=13976;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=16744;oov_test_count=1561;oov_train_rate=0.9997014747149084;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,scconcept_encoded,baseline,auroc,f1,0.501716,0.495279,0.006437000000000026,0.546415,0.558042,-0.011627000000000054,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=mDC;direction=mHSC-GM->mDC;protocol=strict;clf=mlp;seed=1;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=1969;n_test_edges=257;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,f1,0.551455,0.548289,0.003166000000000002,0.540146,0.551724,-0.011577999999999977,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mHSC-E;test_dataset=mDC;protocol=strict;clf=lr;n=5,v4_plain_best,baseline,mean_auroc,mean_f1,0.6430094000000001,0.6331748,0.009834600000000027,0.5372456,0.5487638,-0.011518200000000034,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=hESC;direction=mDC->hESC;protocol=strict;clf=mlp;seed=3;n_common_genes=4819;retained_fraction=0.6537783204449871;n_train_edges=2787;n_test_edges=97;oov_train_count=280;oov_test_count=280;oov_train_rate=0.0581033409421041;oov_test_rate=0.0581033409421041;oov_policy=mean_embedding,minus,baseline,auroc,f1,0.517039,0.442421,0.07461800000000002,0.305556,0.317073,-0.011517,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hESC;test_dataset=mHSC-E;direction=hESC->mHSC-E;protocol=native;clf=mlp;seed=2;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=1561;oov_test_count=867;oov_train_rate=0.1116914710933028;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,f1,0.564204,0.543015,0.021189000000000013,0.418146,0.429493,-0.011346999999999996,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-L;direction=hHep->mHSC-L;protocol=strict;clf=mlp;seed=0;n_common_genes=2794;retained_fraction=0.5867282654346913;n_train_edges=653;n_test_edges=369;oov_train_count=45;oov_test_count=46;oov_train_rate=0.0161059413027916;oov_test_rate=0.0164638511095204;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,f1,0.641097,0.598285,0.04281200000000007,0.064516,0.075758,-0.011242000000000002,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hESC;test_dataset=mHSC-L;direction=hESC->mHSC-L;protocol=strict;clf=lr;seed=4;n_common_genes=2845;retained_fraction=0.5974380512389752;n_train_edges=412;n_test_edges=572;oov_train_count=49;oov_test_count=50;oov_train_rate=0.0172231985940246;oov_test_rate=0.0175746924428822;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,f1,0.610648,0.588872,0.021776000000000018,0.414118,0.425339,-0.011221000000000037,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=hHep;direction=mHSC-L->hHep;protocol=strict;clf=lr;seed=3;n_common_genes=2794;retained_fraction=0.5867282654346913;n_train_edges=1453;n_test_edges=153;oov_train_count=46;oov_test_count=45;oov_train_rate=0.0164638511095204;oov_test_rate=0.0161059413027916;oov_policy=mean_embedding,scGPT_human,baseline,auroc,f1,0.681413,0.664095,0.017318000000000056,0.591549,0.60274,-0.011191000000000062,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-L;direction=hHep->mHSC-L;protocol=native;clf=lr;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=704;oov_test_count=867;oov_train_rate=0.0611376465479808;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scGPT_human,baseline,auroc,f1,0.664951,0.587351,0.0776,0.235294,0.246445,-0.011150999999999994,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=hHep;direction=mHSC-E->hHep;protocol=strict;clf=mlp;seed=4;n_common_genes=2794;retained_fraction=0.5867282654346913;n_train_edges=2199;n_test_edges=153;oov_train_count=46;oov_test_count=45;oov_train_rate=0.0164638511095204;oov_test_rate=0.0161059413027916;oov_policy=mean_embedding,scGPT_human,baseline,auroc,f1,0.919067,0.907922,0.01114499999999996,0.816568,0.827586,-0.011018000000000083,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mHSC-E;test_dataset=hHep;protocol=coverage_matched;clf=lr;n=5,scconcept,baseline,mean_auroc,mean_f1,0.698234,0.632992,0.06524200000000002,0.6051304,0.6160996,-0.010969200000000012,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=hHep;test_dataset=mHSC-E;protocol=topology_matched;clf=mlp;n=5,cl_scratch_v5,baseline,mean_auroc,mean_f1,0.8172866,0.788055,0.029231600000000024,0.6508184,0.6617742,-0.01095579999999996,AUROC improves but F1 drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=hHep;test_dataset=mHSC-E;protocol=coverage_matched;clf=lr;n=5,minus,baseline,mean_auroc,mean_f1,0.7408234,0.7354102,0.005413200000000007,0.672423,0.6833324,-0.010909399999999958,AUROC improves but F1 drops
