task,source_file,setting,embedding,baseline,primary_metric,secondary_metric,primary_value,primary_baseline,primary_delta,secondary_value,secondary_baseline,secondary_delta,failure_type
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=mHSC-GM;direction=mESC->mHSC-GM;protocol=native;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=16744;oov_test_count=867;oov_train_rate=0.9997014747149084;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,auprc,0.47328,0.471494,0.0017859999999999543,0.496598,0.50305,-0.006452000000000013,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mHSC-E;test_dataset=hHep;protocol=strict;clf=lr;n=5,cl_v6_fair,baseline,mean_auroc,mean_auprc,0.9166324,0.8864198,0.030212600000000034,0.9209508,0.9273782,-0.006427400000000083,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=hHep;direction=mDC->hHep;protocol=native;clf=lr;seed=0;n_common_genes=7371;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=1519;oov_test_count=704;oov_train_rate=0.2060778727445394;oov_test_rate=0.0611376465479808;oov_policy=mean_embedding,scconcept,baseline,auroc,auprc,0.506609,0.489485,0.017123999999999973,0.520471,0.526814,-0.0063429999999999875,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mESC;test_dataset=mHSC-L;protocol=strict;clf=mlp;n=5,v4_bias_rec_best,baseline,mean_auroc,mean_auprc,0.5130816,0.51193,0.0011516000000000304,0.358168,0.36435059999999997,-0.0061825999999999826,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-E;direction=hHep->mHSC-E;protocol=native;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=704;oov_test_count=867;oov_train_rate=0.0611376465479808;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,auprc,0.620399,0.614044,0.0063549999999999995,0.633984,0.640121,-0.006137000000000059,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=hESC;direction=mHSC-E->hESC;protocol=strict;clf=mlp;seed=0;n_common_genes=2845;retained_fraction=0.5974380512389752;n_train_edges=2170;n_test_edges=103;oov_train_count=50;oov_test_count=49;oov_train_rate=0.0175746924428822;oov_test_rate=0.0172231985940246;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,auprc,0.522267,0.495547,0.02672000000000002,0.358867,0.364996,-0.0061289999999999956,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mDC;direction=mHSC-E->mDC;protocol=native;clf=mlp;seed=2;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=1519;oov_train_rate=0.1820663586728265;oov_test_rate=0.2060778727445394;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,auprc,0.548747,0.517252,0.03149499999999994,0.546254,0.552368,-0.006113999999999953,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=mHSC-L;direction=mDC->mHSC-L;protocol=strict;clf=lr;seed=2;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=983;n_test_edges=495;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,auprc,0.439494,0.438047,0.001446999999999976,0.322538,0.328635,-0.006097000000000019,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=hESC;direction=mHSC-L->hESC;protocol=native;clf=lr;seed=3;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=1561;oov_train_rate=0.1820663586728265;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,auprc,0.615953,0.601001,0.014951999999999965,0.593409,0.599474,-0.006064999999999987,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mESC;test_dataset=mHSC-L;protocol=strict;clf=mlp;n=5,v4_plain_best,baseline,mean_auroc,mean_auprc,0.5275004,0.51193,0.015570399999999984,0.3583202,0.36435059999999997,-0.006030399999999991,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-L;direction=hHep->mHSC-L;protocol=strict;clf=mlp;seed=3;n_common_genes=2794;retained_fraction=0.5867282654346913;n_train_edges=653;n_test_edges=369;oov_train_count=45;oov_test_count=46;oov_train_rate=0.0161059413027916;oov_test_rate=0.0164638511095204;oov_policy=mean_embedding,minus,baseline,auroc,auprc,0.616956,0.578094,0.03886199999999995,0.395582,0.40143,-0.00584800000000002,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=hHep;test_dataset=mHSC-GM;protocol=strict;clf=mlp;n=5,cl_v6_fair,baseline,mean_auroc,mean_auprc,0.7046632,0.6691114,0.03555180000000002,0.3889126,0.39467040000000003,-0.005757800000000035,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-E;direction=hHep->mHSC-E;protocol=native;clf=lr;seed=3;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=704;oov_test_count=867;oov_train_rate=0.0611376465479808;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,auprc,0.656934,0.630522,0.02641199999999999,0.651941,0.657479,-0.005538000000000043,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=hESC;direction=mHSC-E->hESC;protocol=native;clf=mlp;seed=2;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=1561;oov_train_rate=0.1820663586728265;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,minus,baseline,auroc,auprc,0.653846,0.649842,0.0040040000000000076,0.640222,0.64564,-0.005418000000000034,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=mHSC-L;direction=mDC->mHSC-L;protocol=strict;clf=lr;seed=1;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=983;n_test_edges=495;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,auprc,0.475867,0.474124,0.0017429999999999946,0.363158,0.368514,-0.005356000000000027,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-E;direction=mHSC-L->mHSC-E;protocol=native;clf=mlp;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,auprc,0.630397,0.611702,0.018695000000000017,0.56446,0.569762,-0.005302000000000029,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-E;direction=mHSC-L->mHSC-E;protocol=strict;clf=mlp;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,auprc,0.630397,0.611702,0.018695000000000017,0.56446,0.569762,-0.005302000000000029,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-E;direction=mHSC-L->mHSC-E;protocol=coverage_matched;clf=mlp;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,auprc,0.630397,0.611702,0.018695000000000017,0.56446,0.569762,-0.005302000000000029,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=hHep;direction=mHSC-GM->hHep;protocol=strict;clf=mlp;seed=1;n_common_genes=2794;retained_fraction=0.5867282654346913;n_train_edges=1303;n_test_edges=153;oov_train_count=46;oov_test_count=45;oov_train_rate=0.0164638511095204;oov_test_rate=0.0161059413027916;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,auprc,0.790809,0.774348,0.016460999999999948,0.787365,0.792591,-0.005226000000000064,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-E;protocol=coverage_matched;clf=mlp;n=5,v4_bias_rec_best,baseline,mean_auroc,mean_auprc,0.6290032,0.628979,2.4200000000029753e-05,0.5730424,0.578245,-0.005202600000000057,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-E;protocol=native;clf=mlp;n=5,v4_bias_rec_best,baseline,mean_auroc,mean_auprc,0.6290032,0.628979,2.4200000000029753e-05,0.5730424,0.578245,-0.005202600000000057,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mHSC-L;test_dataset=mHSC-E;protocol=strict;clf=mlp;n=5,v4_bias_rec_best,baseline,mean_auroc,mean_auprc,0.6290032,0.628979,2.4200000000029753e-05,0.5730424,0.578245,-0.005202600000000057,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=hESC;direction=mHSC-E->hESC;protocol=native;clf=lr;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=1561;oov_train_rate=0.1820663586728265;oov_test_rate=0.1116914710933028;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,auprc,0.640739,0.64033,0.0004089999999999927,0.642581,0.647731,-0.005149999999999988,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mHSC-E;direction=hHep->mHSC-E;protocol=strict;clf=mlp;seed=4;n_common_genes=2794;retained_fraction=0.5867282654346913;n_train_edges=653;n_test_edges=541;oov_train_count=45;oov_test_count=46;oov_train_rate=0.0161059413027916;oov_test_rate=0.0164638511095204;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,auprc,0.759584,0.75092,0.008664000000000005,0.779457,0.784571,-0.005114000000000063,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-L;test_dataset=mDC;direction=mHSC-L->mDC;protocol=native;clf=lr;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=1519;oov_train_rate=0.1820663586728265;oov_test_rate=0.2060778727445394;oov_policy=mean_embedding,scconcept_encoded,baseline,auroc,auprc,0.559309,0.54821,0.01109899999999997,0.576767,0.581779,-0.0050120000000000164,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mDC;test_dataset=mHSC-L;protocol=native;clf=lr;n=5,cl_v6_fair,baseline,mean_auroc,mean_auprc,0.48540479999999997,0.48330839999999997,0.0020963999999999983,0.5030836,0.508047,-0.004963400000000062,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mDC;direction=hHep->mDC;protocol=strict;clf=lr;seed=2;n_common_genes=5465;retained_fraction=0.7414190747524081;n_train_edges=945;n_test_edges=234;oov_train_count=236;oov_test_count=236;oov_train_rate=0.0431838975297346;oov_test_rate=0.0431838975297346;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,auprc,0.637408,0.582812,0.05459599999999998,0.792041,0.796953,-0.0049120000000000275,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=hESC;direction=hHep->hESC;protocol=strict;clf=mlp;seed=2;n_common_genes=8314;retained_fraction=0.7220147633521494;n_train_edges=2958;n_test_edges=796;oov_train_count=513;oov_test_count=513;oov_train_rate=0.0617031513110416;oov_test_rate=0.0617031513110416;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,auprc,0.749174,0.714941,0.03423299999999996,0.590474,0.595363,-0.004888999999999921,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hESC;test_dataset=hHep;direction=hESC->hHep;protocol=strict;clf=lr;seed=0;n_common_genes=8314;retained_fraction=0.7220147633521494;n_train_edges=3207;n_test_edges=733;oov_train_count=513;oov_test_count=513;oov_train_rate=0.0617031513110416;oov_test_rate=0.0617031513110416;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,auprc,0.538946,0.533346,0.005600000000000049,0.553228,0.558091,-0.004862999999999951,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mDC;test_dataset=hHep;protocol=native;clf=lr;n=5,scconcept,baseline,mean_auroc,mean_auprc,0.5208444,0.504544,0.016300399999999993,0.5372274,0.5418499999999999,-0.004622599999999921,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-E;protocol=coverage_matched;clf=mlp;n=5,scGPT_human,baseline,mean_auroc,mean_auprc,0.8204506,0.811788,0.008662600000000076,0.7626102,0.7672095999999999,-0.00459939999999992,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-E;protocol=native;clf=mlp;n=5,scGPT_human,baseline,mean_auroc,mean_auprc,0.8204506,0.811788,0.008662600000000076,0.7626102,0.7672095999999999,-0.00459939999999992,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mHSC-GM;test_dataset=mHSC-E;protocol=strict;clf=mlp;n=5,scGPT_human,baseline,mean_auroc,mean_auprc,0.8204506,0.811788,0.008662600000000076,0.7626102,0.7672095999999999,-0.00459939999999992,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=hHep;direction=mHSC-GM->hHep;protocol=strict;clf=mlp;seed=1;n_common_genes=2794;retained_fraction=0.5867282654346913;n_train_edges=1303;n_test_edges=153;oov_train_count=46;oov_test_count=45;oov_train_rate=0.0164638511095204;oov_test_rate=0.0161059413027916;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,auprc,0.821845,0.774348,0.04749700000000001,0.787999,0.792591,-0.0045920000000000405,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=mHSC-L;direction=mDC->mHSC-L;protocol=native;clf=lr;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=1519;oov_test_count=867;oov_train_rate=0.2060778727445394;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scconcept_encoded,baseline,auroc,auprc,0.493954,0.473386,0.02056800000000003,0.49724,0.501829,-0.004588999999999954,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hESC;test_dataset=mHSC-E;direction=hESC->mHSC-E;protocol=strict;clf=lr;seed=3;n_common_genes=2845;retained_fraction=0.5974380512389752;n_train_edges=412;n_test_edges=532;oov_train_count=49;oov_test_count=50;oov_train_rate=0.0172231985940246;oov_test_rate=0.0175746924428822;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,auprc,0.569933,0.539936,0.02999700000000005,0.59462,0.599132,-0.0045119999999999605,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=mDC;direction=mESC->mDC;protocol=native;clf=lr;seed=0;n_common_genes=7371;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=16744;oov_test_count=1519;oov_train_rate=0.9997014747149084;oov_test_rate=0.2060778727445394;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,auprc,0.53767,0.52779,0.00988,0.556226,0.560723,-0.004496999999999973,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mESC;test_dataset=mHSC-E;protocol=native;clf=mlp;n=5,v4_type_pe_best,baseline,mean_auroc,mean_auprc,0.4963794,0.4962012,0.00017820000000001723,0.4956938,0.5001652,-0.004471399999999959,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mHSC-E;test_dataset=hHep;protocol=strict;clf=lr;n=5,v4_type_pe_best,baseline,mean_auroc,mean_auprc,0.8882372,0.8864198,0.001817399999999969,0.922939,0.9273782,-0.0044392000000000875,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mESC;test_dataset=mHSC-L;direction=mESC->mHSC-L;protocol=strict;clf=mlp;seed=2;n_common_genes=3039;retained_fraction=0.6381772364552709;n_train_edges=245;n_test_edges=369;oov_train_count=3038;oov_test_count=291;oov_train_rate=0.9996709443896018;oov_test_rate=0.0957551826258637;oov_policy=mean_embedding,minus,baseline,auroc,auprc,0.448065,0.437944,0.010120999999999991,0.299099,0.303434,-0.004334999999999978,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mDC;direction=mHSC-E->mDC;protocol=native;clf=mlp;seed=1;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=1519;oov_train_rate=0.1820663586728265;oov_test_rate=0.2060778727445394;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,auprc,0.564208,0.540787,0.023421000000000025,0.575774,0.580108,-0.004333999999999949,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=hHep;direction=mHSC-E->hHep;protocol=strict;clf=lr;seed=3;n_common_genes=2794;retained_fraction=0.5867282654346913;n_train_edges=2199;n_test_edges=153;oov_train_count=46;oov_test_count=45;oov_train_rate=0.0164638511095204;oov_test_rate=0.0161059413027916;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,auprc,0.887689,0.88546,0.0022289999999999255,0.919759,0.92408,-0.004321000000000019,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=hESC;direction=hHep->hESC;protocol=strict;clf=lr;seed=0;n_common_genes=8314;retained_fraction=0.7220147633521494;n_train_edges=2958;n_test_edges=796;oov_train_count=513;oov_test_count=513;oov_train_rate=0.0617031513110416;oov_test_rate=0.0617031513110416;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,auprc,0.666758,0.664301,0.0024569999999999315,0.545256,0.549522,-0.004265999999999992,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=hESC;direction=mHSC-GM->hESC;protocol=strict;clf=mlp;seed=3;n_common_genes=2845;retained_fraction=0.5974380512389752;n_train_edges=1902;n_test_edges=103;oov_train_count=50;oov_test_count=49;oov_train_rate=0.0175746924428822;oov_test_rate=0.0172231985940246;oov_policy=mean_embedding,scconcept_encoded,baseline,auroc,auprc,0.682591,0.596761,0.08582999999999996,0.535567,0.539812,-0.004244999999999943,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=hESC;test_dataset=hHep;protocol=strict;clf=mlp;n=5,v4_plain_best,baseline,mean_auroc,mean_auprc,0.5270874,0.5232526,0.003834800000000027,0.5365986,0.540721,-0.0041223999999999705,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mDC;direction=mHSC-E->mDC;protocol=native;clf=mlp;seed=0;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=1519;oov_train_rate=0.1820663586728265;oov_test_rate=0.2060778727445394;oov_policy=mean_embedding,v4_plain_best,baseline,auroc,auprc,0.526236,0.516215,0.010021000000000058,0.554749,0.558705,-0.0039559999999999595,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mDC;test_dataset=hESC;protocol=strict;clf=mlp;n=5,v4_plain_best,baseline,mean_auroc,mean_auprc,0.4754406,0.4692126,0.006228000000000011,0.2274774,0.2314218,-0.0039444000000000146,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mDC;direction=mHSC-E->mDC;protocol=strict;clf=lr;seed=2;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=1295;n_test_edges=257;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,v4_bias_rec_best,baseline,auroc,auprc,0.655645,0.609974,0.04567100000000002,0.583654,0.587588,-0.003933999999999993,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=mHSC-E;direction=mDC->mHSC-E;protocol=strict;clf=lr;seed=1;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=983;n_test_edges=351;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,minus,baseline,auroc,auprc,0.542781,0.540477,0.0023039999999999727,0.412456,0.416352,-0.0038960000000000106,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mESC;test_dataset=mHSC-GM;protocol=native;clf=lr;n=5,cl_scratch_v5,baseline,mean_auroc,mean_auprc,0.4844736,0.4708788,0.013594800000000018,0.4980748,0.5019591999999999,-0.0038843999999999546,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=hHep;test_dataset=mDC;protocol=native;clf=mlp;n=5,v4_plain_best,baseline,mean_auroc,mean_auprc,0.5361542,0.5330452,0.0031090000000000284,0.5443796,0.548207,-0.0038274000000000363,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mHSC-GM;direction=mHSC-E->mHSC-GM;protocol=native;clf=lr;seed=2;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scGPT_human,baseline,auroc,auprc,0.690359,0.683229,0.00712999999999997,0.686512,0.69032,-0.0038080000000000336,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mHSC-GM;direction=mHSC-E->mHSC-GM;protocol=strict;clf=lr;seed=2;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scGPT_human,baseline,auroc,auprc,0.690359,0.683229,0.00712999999999997,0.686512,0.69032,-0.0038080000000000336,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-E;test_dataset=mHSC-GM;direction=mHSC-E->mHSC-GM;protocol=coverage_matched;clf=lr;seed=2;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=867;oov_train_rate=0.1820663586728265;oov_test_rate=0.1820663586728265;oov_policy=mean_embedding,scGPT_human,baseline,auroc,auprc,0.690359,0.683229,0.00712999999999997,0.686512,0.69032,-0.0038080000000000336,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=hHep;test_dataset=mDC;direction=hHep->mDC;protocol=strict;clf=mlp;seed=4;n_common_genes=5465;retained_fraction=0.7414190747524081;n_train_edges=945;n_test_edges=234;oov_train_count=236;oov_test_count=236;oov_train_rate=0.0431838975297346;oov_test_rate=0.0431838975297346;oov_policy=mean_embedding,scGPT_human,baseline,auroc,auprc,0.733272,0.697243,0.03602900000000009,0.851914,0.855708,-0.003794000000000075,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mDC;test_dataset=mHSC-L;direction=mDC->mHSC-L;protocol=strict;clf=mlp;seed=3;n_common_genes=2012;retained_fraction=0.4225115497690046;n_train_edges=983;n_test_edges=495;oov_train_count=164;oov_test_count=164;oov_train_rate=0.0815109343936381;oov_test_rate=0.0815109343936381;oov_policy=mean_embedding,cl_v6_fair,baseline,auroc,auprc,0.48762,0.482903,0.004716999999999971,0.386175,0.389942,-0.0037670000000000203,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_seed_results_v2.csv,train_dataset=mHSC-GM;test_dataset=hHep;direction=mHSC-GM->hHep;protocol=native;clf=mlp;seed=4;n_common_genes=4762;retained_fraction=1.0;n_train_edges=5221;n_test_edges=1307;oov_train_count=867;oov_test_count=704;oov_train_rate=0.1820663586728265;oov_test_rate=0.0611376465479808;oov_policy=mean_embedding,v4_type_pe_best,baseline,auroc,auprc,0.821051,0.809856,0.011194999999999955,0.775943,0.779666,-0.003722999999999921,AUROC improves but AUPRC drops
transfer_v2,results/transfer_v2/embedding_transfer_summary_v2.csv,train_dataset=mESC;test_dataset=mHSC-GM;protocol=topology_matched;clf=mlp;n=5,scconcept_encoded,baseline,mean_auroc,mean_auprc,0.587857,0.5285714,0.05928559999999994,0.2309122,0.23448,-0.003567799999999982,AUROC improves but AUPRC drops
