dataset,negative_protocol,embedding,clf,test_positive_ratio,test_n_positive,test_negative_to_positive_ratio,auprc,random_auprc_baseline,auprc_lift_over_random,flags,source_file
hESC_STRING_500,full_candidate,cl_scratch_v5,lr,0.0115232265034209,32.0,85.78125,0.2583638918995211,0.0115232265034209,22.421141493905427,low_positive_ratio;few_test_positives;high_negative_to_positive_ratio,results/grn_beeline_full/grn_beeline_full_results.csv
hESC_STRING_500,full_candidate,cl_scratch_v5,mlp,0.0115232265034209,32.0,85.78125,0.0694631210544146,0.0115232265034209,6.028096474003448,low_positive_ratio;few_test_positives;high_negative_to_positive_ratio,results/grn_beeline_full/grn_beeline_full_results.csv
hESC_STRING_500,full_candidate,cl_v6_fair,lr,0.011523226503420959,32.0,85.78125,0.21785434346918056,0.011523226503420959,18.905672244184824,low_positive_ratio;few_test_positives;high_negative_to_positive_ratio,results/grn_beeline_full/grn_beeline_full_results.csv
hESC_STRING_500,full_candidate,cl_v6_fair,mlp,0.011523226503420959,32.0,85.78125,0.0911140294285968,0.011523226503420959,7.906989366350415,low_positive_ratio;few_test_positives;high_negative_to_positive_ratio,results/grn_beeline_full/grn_beeline_full_results.csv
mHSC-GM_STRING_500,full_candidate,minus,lr,0.012190326386158,31.0,81.03225806451613,0.148276789648566,0.012190326386158,12.163479873429221,low_positive_ratio;few_test_positives;high_negative_to_positive_ratio,results/grn_beeline_full/grn_beeline_full_results.csv
mHSC-GM_STRING_500,full_candidate,minus,mlp,0.012190326386158,31.0,81.03225806451613,0.2732220342203811,0.012190326386158,22.41302042007851,low_positive_ratio;few_test_positives;high_negative_to_positive_ratio,results/grn_beeline_full/grn_beeline_full_results.csv
mHSC-GM_STRING_500,full_candidate,baseline,lr,0.012190326386158,31.0,81.03225806451613,0.1177274692873717,0.012190326386158,9.657450141864137,low_positive_ratio;few_test_positives;high_negative_to_positive_ratio,results/grn_beeline_full/grn_beeline_full_results.csv
mHSC-GM_STRING_500,full_candidate,baseline,mlp,0.012190326386158,31.0,81.03225806451613,0.1959763704577036,0.012190326386158,16.076384195933667,low_positive_ratio;few_test_positives;high_negative_to_positive_ratio,results/grn_beeline_full/grn_beeline_full_results.csv
mHSC-GM_STRING_500,full_candidate,scGPT_human,lr,0.012190326386158,31.0,81.03225806451613,0.1992167580914831,0.012190326386158,16.342200510536934,low_positive_ratio;few_test_positives;high_negative_to_positive_ratio,results/grn_beeline_full/grn_beeline_full_results.csv
mHSC-GM_STRING_500,full_candidate,scGPT_human,mlp,0.012190326386158,31.0,81.03225806451613,0.1782180887864952,0.012190326386158,14.61963225109872,low_positive_ratio;few_test_positives;high_negative_to_positive_ratio,results/grn_beeline_full/grn_beeline_full_results.csv
