dataset,adata_path,embedding,embedding_path,gene_list_path,pooling,correction_method,seed,batch_key,label_key,n_cells,n_genes_original,n_genes_overlap,n_hvg,n_batches,n_labels,NMI_label,ARI_label,ASW_label,AvgBIO,ASW_batch,GraphConn,AvgBATCH,Overall,batch_predictability_accuracy,label_predictability_accuracy,status,error_message
PBMC_10K,data/batch-correction/PBMC_10K_scvi_like.h5ad,v4_bias_rec_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_bias_rec_best/best_model.pt,/bigdata2/hyt/projects/scbenchmark/vocab.json,weighted,none,3,batch,celltype,11990,3346,3256,2000,2,9,0.5683554047783379,0.41669167802542245,0.21755045652389526,0.40086584644255185,0.9986046241829172,0.9172674898294013,0.9579360570061592,0.6236939306679948,0.6697247706422018,0.8315262718932444,OK,
PBMC_10K,data/batch-correction/PBMC_10K_scvi_like.h5ad,v4_bias_rec_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_bias_rec_best/best_model.pt,/bigdata2/hyt/projects/scbenchmark/vocab.json,weighted,none,4,batch,celltype,11990,3346,3256,2000,2,9,0.5685947735882265,0.41689427582772487,0.21755045652389526,0.40101316864661557,0.9986046241829172,0.9172674898294013,0.9579360570061592,0.623782323990433,0.6697247706422018,0.8209619127050319,OK,
PBMC_10K,data/batch-correction/PBMC_10K_scvi_like.h5ad,v4_bias_rec_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_bias_rec_best/best_model.pt,/bigdata2/hyt/projects/scbenchmark/vocab.json,weighted,linear_residual,0,batch,celltype,11990,3346,3256,2000,2,9,0.5674312349302835,0.41487225509211034,0.21838408189797687,0.4002291906401236,0.9986623680897396,0.9172678110460409,0.9579650895678903,0.6233235502112303,0.6697247706422018,0.831248262440923,OK,
PBMC_10K,data/batch-correction/PBMC_10K_scvi_like.h5ad,v4_bias_rec_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_bias_rec_best/best_model.pt,/bigdata2/hyt/projects/scbenchmark/vocab.json,weighted,linear_residual,1,batch,celltype,11990,3346,3256,2000,2,9,0.5668634753816778,0.41678429936719386,0.21838408189797687,0.4006772855489495,0.9986623680897396,0.9172678110460409,0.9579650895678903,0.6235924071565259,0.6697247706422018,0.8293021962746734,OK,
PBMC_10K,data/batch-correction/PBMC_10K_scvi_like.h5ad,v4_bias_rec_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_bias_rec_best/best_model.pt,/bigdata2/hyt/projects/scbenchmark/vocab.json,weighted,linear_residual,2,batch,celltype,11990,3346,3256,2000,2,9,0.5672467302849523,0.4135898186827538,0.21838408189797687,0.399740210288561,0.9986623680897396,0.9172678110460409,0.9579650895678903,0.6230301620002927,0.6697247706422018,0.8301362246316375,OK,
PBMC_10K,data/batch-correction/PBMC_10K_scvi_like.h5ad,v4_bias_rec_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_bias_rec_best/best_model.pt,/bigdata2/hyt/projects/scbenchmark/vocab.json,weighted,linear_residual,3,batch,celltype,11990,3346,3256,2000,2,9,0.567025307027681,0.4168446178826034,0.21838408189797687,0.4007513356027537,0.9986623680897396,0.9172678110460409,0.9579650895678903,0.6236368371888084,0.6697247706422018,0.831248262440923,OK,
PBMC_10K,data/batch-correction/PBMC_10K_scvi_like.h5ad,v4_bias_rec_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_bias_rec_best/best_model.pt,/bigdata2/hyt/projects/scbenchmark/vocab.json,weighted,linear_residual,4,batch,celltype,11990,3346,3256,2000,2,9,0.5670253070276808,0.4168446178826034,0.21838408189797687,0.40075133560275367,0.9986623680897396,0.9172678110460409,0.9579650895678903,0.6236368371888084,0.6697247706422018,0.8212399221573533,OK,
PBMC_10K,data/batch-correction/PBMC_10K_scvi_like.h5ad,v4_bias_rec_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_bias_rec_best/best_model.pt,/bigdata2/hyt/projects/scbenchmark/vocab.json,weighted,harmony_optional,0,batch,celltype,11990,3346,3256,2000,2,9,,,,,,,,,,,SKIPPED,harmonypy unavailable
PBMC_10K,data/batch-correction/PBMC_10K_scvi_like.h5ad,v4_bias_rec_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_bias_rec_best/best_model.pt,/bigdata2/hyt/projects/scbenchmark/vocab.json,weighted,harmony_optional,1,batch,celltype,11990,3346,3256,2000,2,9,,,,,,,,,,,SKIPPED,harmonypy unavailable
PBMC_10K,data/batch-correction/PBMC_10K_scvi_like.h5ad,v4_bias_rec_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_bias_rec_best/best_model.pt,/bigdata2/hyt/projects/scbenchmark/vocab.json,weighted,harmony_optional,2,batch,celltype,11990,3346,3256,2000,2,9,,,,,,,,,,,SKIPPED,harmonypy unavailable
