train_dataset,test_dataset,direction,protocol,embedding,clf,seed,n_common_genes,retained_fraction,n_train_edges,n_test_edges,oov_train_count,oov_test_count,oov_train_rate,oov_test_rate,oov_policy,auroc,auprc,f1,balanced_accuracy,precision_at_k,recall_at_k,calibration_brier
hESC,mHSC-L,hESC->mHSC-L,strict,scconcept,mlp,4,2845,0.5974380512389752,412,572,49,50,0.0172231985940246,0.0175746924428822,mean_embedding,0.546324,0.527194,0.048611,0.504235,0.515,0.373188,0.436427
hESC,mHSC-L,hESC->mHSC-L,strict,scconcept_encoded,lr,0,2845,0.5974380512389752,412,572,49,50,0.0172231985940246,0.0175746924428822,mean_embedding,0.54731,0.538608,0.383292,0.551777,0.515,0.373188,0.403888
hESC,mHSC-L,hESC->mHSC-L,strict,scconcept_encoded,lr,1,2845,0.5974380512389752,412,572,49,50,0.0172231985940246,0.0175746924428822,mean_embedding,0.547279,0.537797,0.38051,0.52524,0.52,0.376812,0.410353
hESC,mHSC-L,hESC->mHSC-L,strict,scconcept_encoded,lr,2,2845,0.5974380512389752,412,572,49,50,0.0172231985940246,0.0175746924428822,mean_embedding,0.545559,0.534948,0.372315,0.531507,0.52,0.376812,0.404125
hESC,mHSC-L,hESC->mHSC-L,strict,scconcept_encoded,lr,3,2845,0.5974380512389752,412,572,49,50,0.0172231985940246,0.0175746924428822,mean_embedding,0.519928,0.515936,0.368298,0.518116,0.52,0.376812,0.420386
hESC,mHSC-L,hESC->mHSC-L,strict,scconcept_encoded,lr,4,2845,0.5974380512389752,412,572,49,50,0.0172231985940246,0.0175746924428822,mean_embedding,0.534494,0.529496,0.355972,0.510992,0.51,0.369565,0.418474
hESC,mHSC-L,hESC->mHSC-L,strict,scconcept_encoded,mlp,0,2845,0.5974380512389752,412,572,49,50,0.0172231985940246,0.0175746924428822,mean_embedding,0.526091,0.521724,0.382022,0.512094,0.515,0.373188,0.417157
hESC,mHSC-L,hESC->mHSC-L,strict,scconcept_encoded,mlp,1,2845,0.5974380512389752,412,572,49,50,0.0172231985940246,0.0175746924428822,mean_embedding,0.536311,0.523102,0.376147,0.516794,0.51,0.369565,0.41721
hESC,mHSC-L,hESC->mHSC-L,strict,scconcept_encoded,mlp,2,2845,0.5974380512389752,412,572,49,50,0.0172231985940246,0.0175746924428822,mean_embedding,0.535136,0.522601,0.362768,0.524505,0.525,0.380435,0.37793
hESC,mHSC-L,hESC->mHSC-L,strict,scconcept_encoded,mlp,3,2845,0.5974380512389752,412,572,49,50,0.0172231985940246,0.0175746924428822,mean_embedding,0.533631,0.531509,0.40625,0.528031,0.51,0.369565,0.359233
hESC,mHSC-L,hESC->mHSC-L,strict,scconcept_encoded,mlp,4,2845,0.5974380512389752,412,572,49,50,0.0172231985940246,0.0175746924428822,mean_embedding,0.520766,0.521325,0.37296,0.521617,0.515,0.373188,0.392011
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,minus,lr,0,2845,0.5974380512389752,345,456,310,548,0.1089630931458699,0.1926186291739894,mean_embedding,0.596897,0.583171,0.637838,0.560174,0.61,0.537445,0.34642
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,minus,lr,1,2845,0.5974380512389752,345,456,310,548,0.1089630931458699,0.1926186291739894,mean_embedding,0.594954,0.562006,0.656028,0.575611,0.585,0.515419,0.330564
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,minus,lr,2,2845,0.5974380512389752,345,456,310,548,0.1089630931458699,0.1926186291739894,mean_embedding,0.56229,0.531836,0.632727,0.557932,0.515,0.453744,0.351381
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,minus,lr,3,2845,0.5974380512389752,345,456,310,548,0.1089630931458699,0.1926186291739894,mean_embedding,0.56606,0.541633,0.629295,0.551382,0.565,0.497797,0.356576
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,minus,lr,4,2845,0.5974380512389752,345,456,310,548,0.1089630931458699,0.1926186291739894,mean_embedding,0.59178,0.561473,0.642735,0.542918,0.565,0.497797,0.362825
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,minus,mlp,0,2845,0.5974380512389752,345,456,310,548,0.1089630931458699,0.1926186291739894,mean_embedding,0.573332,0.555893,0.580517,0.537743,0.56,0.493392,0.309974
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,minus,mlp,1,2845,0.5974380512389752,345,456,310,548,0.1089630931458699,0.1926186291739894,mean_embedding,0.581998,0.575551,0.605364,0.548891,0.585,0.515419,0.280117
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,minus,mlp,2,2845,0.5974380512389752,345,456,310,548,0.1089630931458699,0.1926186291739894,mean_embedding,0.577766,0.556751,0.632727,0.557932,0.545,0.480176,0.263036
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,minus,mlp,3,2845,0.5974380512389752,345,456,310,548,0.1089630931458699,0.1926186291739894,mean_embedding,0.572052,0.564522,0.630237,0.55573,0.56,0.493392,0.317029
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,minus,mlp,4,2845,0.5974380512389752,345,456,310,548,0.1089630931458699,0.1926186291739894,mean_embedding,0.617577,0.599384,0.633452,0.549276,0.615,0.54185,0.304242
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,baseline,lr,0,2845,0.5974380512389752,281,410,306,507,0.1075571177504393,0.178207381370826,mean_embedding,0.651777,0.566574,0.60181,0.587927,0.575,0.635359,0.316407
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,baseline,lr,1,2845,0.5974380512389752,281,410,306,507,0.1075571177504393,0.178207381370826,mean_embedding,0.672525,0.607188,0.62716,0.639038,0.595,0.657459,0.288633
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,baseline,lr,2,2845,0.5974380512389752,281,410,306,507,0.1075571177504393,0.178207381370826,mean_embedding,0.629774,0.570552,0.60771,0.595057,0.535,0.59116,0.331173
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,baseline,lr,3,2845,0.5974380512389752,281,410,306,507,0.1075571177504393,0.178207381370826,mean_embedding,0.659787,0.589452,0.593674,0.601209,0.565,0.624309,0.306055
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,baseline,lr,4,2845,0.5974380512389752,281,410,306,507,0.1075571177504393,0.178207381370826,mean_embedding,0.645866,0.567736,0.587952,0.592475,0.56,0.618785,0.308831
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,baseline,mlp,0,2845,0.5974380512389752,281,410,306,507,0.1075571177504393,0.178207381370826,mean_embedding,0.627096,0.565611,0.568421,0.599653,0.54,0.596685,0.273952
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,baseline,mlp,1,2845,0.5974380512389752,281,410,306,507,0.1075571177504393,0.178207381370826,mean_embedding,0.658725,0.590571,0.537143,0.595913,0.555,0.61326,0.252058
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,baseline,mlp,2,2845,0.5974380512389752,281,410,306,507,0.1075571177504393,0.178207381370826,mean_embedding,0.633863,0.535996,0.615711,0.583959,0.56,0.618785,0.270317
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,baseline,mlp,3,2845,0.5974380512389752,281,410,306,507,0.1075571177504393,0.178207381370826,mean_embedding,0.625624,0.571929,0.612613,0.598398,0.53,0.585635,0.281976
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,baseline,mlp,4,2845,0.5974380512389752,281,410,306,507,0.1075571177504393,0.178207381370826,mean_embedding,0.644189,0.572524,0.613995,0.600581,0.55,0.607735,0.273958
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scGPT_human,lr,0,2845,0.5974380512389752,126,504,290,514,0.101933216168717,0.1806678383128295,mean_embedding,0.639595,0.650414,0.691928,0.614424,0.63,0.453237,0.264114
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scGPT_human,lr,1,2845,0.5974380512389752,126,504,290,514,0.101933216168717,0.1806678383128295,mean_embedding,0.600998,0.616851,0.714906,0.576988,0.62,0.446043,0.297743
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scGPT_human,lr,2,2845,0.5974380512389752,126,504,290,514,0.101933216168717,0.1806678383128295,mean_embedding,0.635537,0.634014,0.659864,0.592284,0.655,0.471223,0.261906
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scGPT_human,lr,3,2845,0.5974380512389752,126,504,290,514,0.101933216168717,0.1806678383128295,mean_embedding,0.638211,0.673314,0.70997,0.593016,0.635,0.456835,0.274472
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scGPT_human,lr,4,2845,0.5974380512389752,126,504,290,514,0.101933216168717,0.1806678383128295,mean_embedding,0.665937,0.666813,0.502304,0.592061,0.7,0.503597,0.274684
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scGPT_human,mlp,0,2845,0.5974380512389752,126,504,290,514,0.101933216168717,0.1806678383128295,mean_embedding,0.60403,0.648419,0.586139,0.591408,0.66,0.47482,0.265046
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scGPT_human,mlp,1,2845,0.5974380512389752,126,504,290,514,0.101933216168717,0.1806678383128295,mean_embedding,0.611662,0.644509,0.51073,0.561374,0.625,0.44964,0.25469
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scGPT_human,mlp,2,2845,0.5974380512389752,126,504,290,514,0.101933216168717,0.1806678383128295,mean_embedding,0.538788,0.571345,0.48218,0.520994,0.575,0.413669,0.277049
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scGPT_human,mlp,3,2845,0.5974380512389752,126,504,290,514,0.101933216168717,0.1806678383128295,mean_embedding,0.636874,0.662317,0.302521,0.541813,0.665,0.478417,0.28012
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scGPT_human,mlp,4,2845,0.5974380512389752,126,504,290,514,0.101933216168717,0.1806678383128295,mean_embedding,0.508897,0.54415,0.512334,0.490593,0.54,0.388489,0.282494
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_bias_rec_best,lr,0,2845,0.5974380512389752,147,388,308,515,0.1082601054481546,0.1810193321616871,mean_embedding,0.684357,0.644145,0.475524,0.60824,0.63,0.663158,0.319509
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_bias_rec_best,lr,1,2845,0.5974380512389752,147,388,308,515,0.1082601054481546,0.1810193321616871,mean_embedding,0.695654,0.6418,0.375479,0.573392,0.64,0.673684,0.32994
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_bias_rec_best,lr,2,2845,0.5974380512389752,147,388,308,515,0.1082601054481546,0.1810193321616871,mean_embedding,0.701475,0.656362,0.475524,0.60824,0.665,0.7,0.315465
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_bias_rec_best,lr,3,2845,0.5974380512389752,147,388,308,515,0.1082601054481546,0.1810193321616871,mean_embedding,0.703177,0.663083,0.479167,0.608347,0.65,0.684211,0.309035
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_bias_rec_best,lr,4,2845,0.5974380512389752,147,388,308,515,0.1082601054481546,0.1810193321616871,mean_embedding,0.68526,0.654004,0.536278,0.617624,0.625,0.657895,0.292954
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_bias_rec_best,mlp,0,2845,0.5974380512389752,147,388,308,515,0.1082601054481546,0.1810193321616871,mean_embedding,0.555516,0.558364,0.505556,0.539979,0.515,0.542105,0.265736
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_bias_rec_best,mlp,1,2845,0.5974380512389752,147,388,308,515,0.1082601054481546,0.1810193321616871,mean_embedding,0.665072,0.63365,0.45993,0.595401,0.615,0.647368,0.25587
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_bias_rec_best,mlp,2,2845,0.5974380512389752,147,388,308,515,0.1082601054481546,0.1810193321616871,mean_embedding,0.645548,0.627938,0.317073,0.559702,0.595,0.626316,0.292785
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_bias_rec_best,mlp,3,2845,0.5974380512389752,147,388,308,515,0.1082601054481546,0.1810193321616871,mean_embedding,0.656114,0.650904,0.351562,0.565391,0.585,0.615789,0.250826
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_bias_rec_best,mlp,4,2845,0.5974380512389752,147,388,308,515,0.1082601054481546,0.1810193321616871,mean_embedding,0.65202,0.632902,0.378378,0.578442,0.61,0.642105,0.29237
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_plain_best,lr,0,2845,0.5974380512389752,170,343,316,514,0.1110720562390158,0.1806678383128295,mean_embedding,0.669419,0.725945,0.257778,0.556708,0.64,0.673684,0.416501
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_plain_best,lr,1,2845,0.5974380512389752,170,343,316,514,0.1110720562390158,0.1806678383128295,mean_embedding,0.618369,0.671848,0.486301,0.585535,0.61,0.642105,0.339631
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_plain_best,lr,2,2845,0.5974380512389752,170,343,316,514,0.1110720562390158,0.1806678383128295,mean_embedding,0.666495,0.723362,0.392,0.593,0.65,0.684211,0.365383
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_plain_best,lr,3,2845,0.5974380512389752,170,343,316,514,0.1110720562390158,0.1806678383128295,mean_embedding,0.6344,0.677604,0.438849,0.572291,0.625,0.657895,0.371177
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_plain_best,lr,4,2845,0.5974380512389752,170,343,316,514,0.1110720562390158,0.1806678383128295,mean_embedding,0.672171,0.727927,0.443609,0.599708,0.655,0.689474,0.347071
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_plain_best,mlp,0,2845,0.5974380512389752,170,343,316,514,0.1110720562390158,0.1806678383128295,mean_embedding,0.644616,0.691275,0.361446,0.572669,0.635,0.668421,0.33717
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_plain_best,mlp,1,2845,0.5974380512389752,170,343,316,514,0.1110720562390158,0.1806678383128295,mean_embedding,0.614603,0.64096,0.365019,0.544616,0.625,0.657895,0.302975
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_plain_best,mlp,2,2845,0.5974380512389752,170,343,316,514,0.1110720562390158,0.1806678383128295,mean_embedding,0.697351,0.732445,0.537931,0.633368,0.66,0.694737,0.264122
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_plain_best,mlp,3,2845,0.5974380512389752,170,343,316,514,0.1110720562390158,0.1806678383128295,mean_embedding,0.605108,0.654624,0.395604,0.547334,0.62,0.652632,0.275831
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_plain_best,mlp,4,2845,0.5974380512389752,170,343,316,514,0.1110720562390158,0.1806678383128295,mean_embedding,0.651651,0.695815,0.484642,0.582267,0.65,0.684211,0.289055
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_type_pe_best,lr,0,2845,0.5974380512389752,130,414,335,504,0.117750439367311,0.177152899824253,mean_embedding,0.6429,0.552569,0.190476,0.529071,0.53,0.59887,0.331558
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_type_pe_best,lr,1,2845,0.5974380512389752,130,414,335,504,0.117750439367311,0.177152899824253,mean_embedding,0.631338,0.545943,0.484076,0.585997,0.535,0.60452,0.287757
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_type_pe_best,lr,2,2845,0.5974380512389752,130,414,335,504,0.117750439367311,0.177152899824253,mean_embedding,0.587904,0.507274,0.412162,0.549954,0.5,0.564972,0.303047
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_type_pe_best,lr,3,2845,0.5974380512389752,130,414,335,504,0.117750439367311,0.177152899824253,mean_embedding,0.615438,0.5376,0.307054,0.547558,0.525,0.59322,0.300381
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_type_pe_best,lr,4,2845,0.5974380512389752,130,414,335,504,0.117750439367311,0.177152899824253,mean_embedding,0.616558,0.530725,0.474026,0.583852,0.515,0.581921,0.295234
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_type_pe_best,mlp,0,2845,0.5974380512389752,130,414,335,504,0.117750439367311,0.177152899824253,mean_embedding,0.548261,0.511537,0.123711,0.52335,0.475,0.536723,0.327797
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_type_pe_best,mlp,1,2845,0.5974380512389752,130,414,335,504,0.117750439367311,0.177152899824253,mean_embedding,0.552182,0.475205,0.099502,0.498713,0.5,0.564972,0.368501
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_type_pe_best,mlp,2,2845,0.5974380512389752,130,414,335,504,0.117750439367311,0.177152899824253,mean_embedding,0.588536,0.512976,0.094241,0.514875,0.505,0.570621,0.354289
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_type_pe_best,mlp,3,2845,0.5974380512389752,130,414,335,504,0.117750439367311,0.177152899824253,mean_embedding,0.572397,0.504085,0.074074,0.509225,0.475,0.536723,0.362395
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,v4_type_pe_best,mlp,4,2845,0.5974380512389752,130,414,335,504,0.117750439367311,0.177152899824253,mean_embedding,0.583685,0.521625,0.134021,0.528284,0.465,0.525424,0.34214
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept,lr,0,2845,0.5974380512389752,233,475,337,516,0.1184534270650263,0.1813708260105448,mean_embedding,0.538079,0.516775,0.585009,0.535219,0.495,0.447964,0.345344
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept,lr,1,2845,0.5974380512389752,233,475,337,516,0.1184534270650263,0.1813708260105448,mean_embedding,0.505692,0.482714,0.505176,0.500428,0.475,0.429864,0.348666
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept,lr,2,2845,0.5974380512389752,233,475,337,516,0.1184534270650263,0.1813708260105448,mean_embedding,0.496784,0.465284,0.563177,0.504516,0.465,0.420814,0.394082
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept,lr,3,2845,0.5974380512389752,233,475,337,516,0.1184534270650263,0.1813708260105448,mean_embedding,0.524379,0.502323,0.54,0.521965,0.45,0.40724,0.344301
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept,lr,4,2845,0.5974380512389752,233,475,337,516,0.1184534270650263,0.1813708260105448,mean_embedding,0.512158,0.470425,0.559415,0.505603,0.475,0.429864,0.367852
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept,mlp,0,2845,0.5974380512389752,233,475,337,516,0.1184534270650263,0.1813708260105448,mean_embedding,0.49674,0.460568,0.43,0.511499,0.485,0.438914,0.300664
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept,mlp,1,2845,0.5974380512389752,233,475,337,516,0.1184534270650263,0.1813708260105448,mean_embedding,0.457949,0.433231,0.583474,0.49967,0.435,0.393665,0.345849
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept,mlp,2,2845,0.5974380512389752,233,475,337,516,0.1184534270650263,0.1813708260105448,mean_embedding,0.497497,0.463971,0.528,0.509272,0.455,0.411765,0.297649
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept,mlp,3,2845,0.5974380512389752,233,475,337,516,0.1184534270650263,0.1813708260105448,mean_embedding,0.508693,0.471658,0.478261,0.494932,0.46,0.41629,0.290061
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept,mlp,4,2845,0.5974380512389752,233,475,337,516,0.1184534270650263,0.1813708260105448,mean_embedding,0.532805,0.483055,0.600694,0.533135,0.495,0.447964,0.31328
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept_encoded,lr,0,2845,0.5974380512389752,206,445,303,523,0.1065026362038664,0.1838312829525483,mean_embedding,0.433184,0.478941,0.427518,0.480368,0.47,0.406926,0.482703
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept_encoded,lr,1,2845,0.5974380512389752,206,445,303,523,0.1065026362038664,0.1838312829525483,mean_embedding,0.444269,0.491359,0.397094,0.443844,0.46,0.398268,0.489811
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept_encoded,lr,2,2845,0.5974380512389752,206,445,303,523,0.1065026362038664,0.1838312829525483,mean_embedding,0.444087,0.486143,0.413793,0.469201,0.47,0.406926,0.477772
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept_encoded,lr,3,2845,0.5974380512389752,206,445,303,523,0.1065026362038664,0.1838312829525483,mean_embedding,0.458288,0.503239,0.420048,0.456831,0.47,0.406926,0.477904
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept_encoded,lr,4,2845,0.5974380512389752,206,445,303,523,0.1065026362038664,0.1838312829525483,mean_embedding,0.460048,0.502062,0.416873,0.476211,0.5,0.4329,0.45826
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept_encoded,mlp,0,2845,0.5974380512389752,206,445,303,523,0.1065026362038664,0.1838312829525483,mean_embedding,0.398117,0.461113,0.169014,0.484191,0.455,0.393939,0.448144
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept_encoded,mlp,1,2845,0.5974380512389752,206,445,303,523,0.1065026362038664,0.1838312829525483,mean_embedding,0.424839,0.471865,0.310345,0.469687,0.455,0.393939,0.473667
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept_encoded,mlp,2,2845,0.5974380512389752,206,445,303,523,0.1065026362038664,0.1838312829525483,mean_embedding,0.405632,0.447181,0.10219,0.462546,0.44,0.380952,0.425708
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept_encoded,mlp,3,2845,0.5974380512389752,206,445,303,523,0.1065026362038664,0.1838312829525483,mean_embedding,0.386859,0.451665,0.117647,0.476221,0.46,0.398268,0.4262
hESC,mHSC-L,hESC->mHSC-L,coverage_matched,scconcept_encoded,mlp,4,2845,0.5974380512389752,206,445,303,523,0.1065026362038664,0.1838312829525483,mean_embedding,0.419357,0.452503,0.189542,0.455294,0.47,0.406926,0.396915
hESC,mHSC-L,hESC->mHSC-L,topology_matched,minus,lr,0,2752,0.5779084418311634,412,158,47,49,0.017078488372093,0.0178052325581395,mean_embedding,0.519433,0.688852,0.307692,0.526611,0.64557,1.0,0.486783
hESC,mHSC-L,hESC->mHSC-L,topology_matched,minus,lr,1,2752,0.5779084418311634,412,158,47,49,0.017078488372093,0.0178052325581395,mean_embedding,0.553571,0.706317,0.457516,0.528711,0.64557,1.0,0.415766
hESC,mHSC-L,hESC->mHSC-L,topology_matched,minus,lr,2,2752,0.5779084418311634,412,158,47,49,0.017078488372093,0.0178052325581395,mean_embedding,0.505952,0.682263,0.276923,0.49895,0.64557,1.0,0.499665
hESC,mHSC-L,hESC->mHSC-L,topology_matched,minus,lr,3,2752,0.5779084418311634,412,158,47,49,0.017078488372093,0.0178052325581395,mean_embedding,0.56285,0.73318,0.376812,0.538165,0.64557,1.0,0.446123
hESC,mHSC-L,hESC->mHSC-L,topology_matched,minus,lr,4,2752,0.5779084418311634,412,158,47,49,0.017078488372093,0.0178052325581395,mean_embedding,0.58736,0.738669,0.340741,0.523459,0.64557,1.0,0.443307
hESC,mHSC-L,hESC->mHSC-L,topology_matched,minus,mlp,0,2752,0.5779084418311634,412,158,47,49,0.017078488372093,0.0178052325581395,mean_embedding,0.495448,0.671683,0.253968,0.507003,0.64557,1.0,0.504862
hESC,mHSC-L,hESC->mHSC-L,topology_matched,minus,mlp,1,2752,0.5779084418311634,412,158,47,49,0.017078488372093,0.0178052325581395,mean_embedding,0.463585,0.672434,0.30303,0.508754,0.64557,1.0,0.430848
hESC,mHSC-L,hESC->mHSC-L,topology_matched,minus,mlp,2,2752,0.5779084418311634,412,158,47,49,0.017078488372093,0.0178052325581395,mean_embedding,0.548144,0.674992,0.315789,0.513655,0.64557,1.0,0.378175
hESC,mHSC-L,hESC->mHSC-L,topology_matched,minus,mlp,3,2752,0.5779084418311634,412,158,47,49,0.017078488372093,0.0178052325581395,mean_embedding,0.522759,0.688035,0.229508,0.515056,0.64557,1.0,0.404836
hESC,mHSC-L,hESC->mHSC-L,topology_matched,minus,mlp,4,2752,0.5779084418311634,412,158,47,49,0.017078488372093,0.0178052325581395,mean_embedding,0.565651,0.723681,0.538922,0.542017,0.64557,1.0,0.31949
hESC,mHSC-L,hESC->mHSC-L,topology_matched,baseline,lr,0,2752,0.5779084418311634,412,107,47,48,0.017078488372093,0.0174418604651162,mean_embedding,0.610753,0.522267,0.481013,0.590143,0.420561,1.0,0.319462
hESC,mHSC-L,hESC->mHSC-L,topology_matched,baseline,lr,1,2752,0.5779084418311634,412,107,47,48,0.017078488372093,0.0174418604651162,mean_embedding,0.645878,0.531313,0.469136,0.574014,0.420561,1.0,0.3043
hESC,mHSC-L,hESC->mHSC-L,topology_matched,baseline,lr,2,2752,0.5779084418311634,412,107,47,48,0.017078488372093,0.0174418604651162,mean_embedding,0.635484,0.559304,0.433735,0.53871,0.420561,1.0,0.312872
