gene,mse,mae,dataset,embedding,model,split_mode,prompt_ratio,seed
MANSC1,0.0011541502317413688,0.025209255516529083,test_data,v4_bias_rec_best,ridge_pair,cell_holdout,0.1,0
RP11-369K17.1,0.0016592965694144368,0.031755220144987106,test_data,v4_bias_rec_best,ridge_pair,cell_holdout,0.1,0
RP11-666A8.9,0.0022630998864769936,0.029162229970097542,test_data,v4_bias_rec_best,ridge_pair,cell_holdout,0.1,0
PANK2,0.0011847126297652721,0.02685014344751835,test_data,v4_bias_rec_best,ridge_pair,cell_holdout,0.1,0
RP11-95I16.6,0.0012400769628584385,0.02622411400079727,test_data,v4_bias_rec_best,ridge_pair,cell_holdout,0.1,0
ACSM2A,0.0010953944874927402,0.024951521307229996,test_data,v4_bias_rec_best,ridge_pair,cell_holdout,0.1,0
AP000233.3,0.0014546988531947136,0.029484402388334274,test_data,v4_bias_rec_best,ridge_pair,cell_holdout,0.1,0
SIGLEC24P,0.001980526838451624,0.033776286989450455,test_data,v4_bias_rec_best,ridge_pair,cell_holdout,0.1,0
AC006077.3,0.0012770607136189938,0.026236532256007195,test_data,v4_bias_rec_best,ridge_pair,cell_holdout,0.1,0
RP11-344P13.4,0.0013367744395509362,0.028181210160255432,test_data,v4_bias_rec_best,ridge_pair,cell_holdout,0.1,0
RP4-612B18.3,0.001178646576590836,0.025713715702295303,test_data,v4_bias_rec_best,ridge_pair,cell_holdout,0.1,0
RPL24P7,0.0015646812971681356,0.03093949891626835,test_data,v4_bias_rec_best,ridge_pair,cell_holdout,0.1,0
MIR21,0.0014667378272861242,0.029736457392573357,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
LLNLF-158E9.1,0.04472970589995384,0.1131250262260437,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
BNIP3P17,0.0025437306612730026,0.03219496086239815,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
CTC-412M14.6,0.006526132579892874,0.037156715989112854,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP11-638L3.2,0.09162767976522446,0.18958616256713867,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
Y_RNA_ENSG00000252021,0.31981322169303894,0.3951626718044281,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
YWHAQP6,0.012627588585019112,0.05382935702800751,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
AC004985.12,0.006718871649354696,0.03747696802020073,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
MTCO2P34,0.009342645294964314,0.03912300243973732,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP5-1166A24.1,0.09073320031166077,0.17004632949829102,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
PPIAP62,0.001825524028390646,0.03154896944761276,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
PAXBP1P1,0.01003288384526968,0.04198629781603813,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RNU2-65P,0.41155189275741577,0.45936840772628784,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
LRRC37A6P,0.06572332978248596,0.13532888889312744,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
CTD-3091F23.1,0.0016922657378017902,0.0324527807533741,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
CTD-3222D19.8,0.012632262893021107,0.042862191796302795,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
HMGB1P6,0.005912198219448328,0.036078888922929764,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
AC097467.2,0.046651992946863174,0.10276222229003906,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
MSMO1,0.21929620206356049,0.3541577458381653,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RPS3P2,0.10643916577100754,0.19663473963737488,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
GPR149,0.03871733695268631,0.08900418132543564,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP1-302D9.1,0.01463292445987463,0.04826412349939346,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
OR2AG1,0.00132788997143507,0.0284771416336298,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
ARHGAP26-AS1,0.0016908120596781373,0.028684383258223534,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP5-832C2.5,0.002528626937419176,0.03521885350346565,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
TMEM163,0.0017818352207541466,0.028348904103040695,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
MIR7515HG,0.06043083965778351,0.09653477370738983,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
MRGPRX4,0.001232723705470562,0.027667447924613953,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
PRR12,0.0020099272951483727,0.03420764207839966,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RNU6-1316P,0.009252226911485195,0.04474702104926109,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
AMY1A,0.0028660886455327272,0.03530443087220192,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
ARIH2OS,0.0025761325377970934,0.028888003900647163,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP11-700H6.2,0.0019416623981669545,0.03407132998108864,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
ABCC1,0.00671112397685647,0.03477758914232254,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
ADGRG7,0.0023316554725170135,0.029983393847942352,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
ACSM6,0.005471369717270136,0.037347204983234406,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
CR1,0.13103218376636505,0.24887940287590027,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
CRCT1,0.027890445664525032,0.07441060245037079,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
SMG7,0.000969800166785717,0.023344730958342552,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP11-16L14.2,0.017967846244573593,0.060628585517406464,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
CIBAR1P1,0.0017161695286631584,0.028323223814368248,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
CTD-2619J13.9,0.0963737890124321,0.11278767138719559,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP11-717A5.3,0.0032919831573963165,0.035185307264328,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
CTD-2027I19.3,0.001585175283253193,0.028575630858540535,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP11-42H13.1,0.0018655043095350266,0.0316583514213562,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
ERICH6,0.001892432221211493,0.031470052897930145,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
WASHC4,0.0011467428412288427,0.026126082986593246,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP1-269M15.3,0.0015043168095871806,0.02758229896426201,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RNU6-1153P,0.0016935955500230193,0.03127273544669151,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
CWF19L2,0.001559635391458869,0.029892954975366592,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP11-24J19.1,0.0012831486528739333,0.026956455782055855,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
GAPDHP28,0.0015107892686501145,0.03071632795035839,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
MANSC1,0.0014935460640117526,0.02962263859808445,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP11-369K17.1,0.0018379089888185263,0.03193698450922966,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP11-666A8.9,0.0021617207676172256,0.028691768646240234,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
PANK2,0.00130694720428437,0.02690030261874199,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP11-95I16.6,0.0012624688679352403,0.02801230177283287,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
ACSM2A,0.0013543519889935851,0.028055785223841667,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
AP000233.3,0.0012765281135216355,0.026156829670071602,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
SIGLEC24P,0.0014978140825405717,0.029372569173574448,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
AC006077.3,0.0021864401642233133,0.03532255440950394,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP11-344P13.4,0.0013234250945970416,0.027738487347960472,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RP4-612B18.3,0.001357440953142941,0.02825772948563099,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
RPL24P7,0.0014909951714798808,0.028674127534031868,test_data,v4_plain_best,ridge_pair,cell_holdout,0.1,0
MIR21,0.0018288262654095888,0.03201431408524513,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
LLNLF-158E9.1,0.043795790523290634,0.11161387711763382,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
BNIP3P17,0.0023067432921379805,0.030037757009267807,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
CTC-412M14.6,0.006428433116525412,0.038040049374103546,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP11-638L3.2,0.08935293555259705,0.18871267139911652,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
Y_RNA_ENSG00000252021,0.3170889914035797,0.39238980412483215,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
YWHAQP6,0.014007600955665112,0.056398071348667145,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
AC004985.12,0.007682602386921644,0.03835705295205116,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
MTCO2P34,0.009891586378216743,0.04235494136810303,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP5-1166A24.1,0.09157492965459824,0.17220370471477509,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
PPIAP62,0.001488044741563499,0.031142618507146835,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
PAXBP1P1,0.010584034025669098,0.05125013738870621,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RNU2-65P,0.4053584635257721,0.4609297513961792,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
LRRC37A6P,0.06639839708805084,0.13343243300914764,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
CTD-3091F23.1,0.0013148749712854624,0.027680180966854095,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
CTD-3222D19.8,0.012815553694963455,0.044344495981931686,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
HMGB1P6,0.006027983035892248,0.03326620161533356,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
AC097467.2,0.04681893810629845,0.1031312569975853,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
MSMO1,0.22364331781864166,0.35982006788253784,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RPS3P2,0.10846132040023804,0.1952436864376068,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
GPR149,0.03859079256653786,0.0926106870174408,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP1-302D9.1,0.01525995321571827,0.05310231074690819,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
OR2AG1,0.0013798982836306095,0.028227422386407852,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
ARHGAP26-AS1,0.0019015424186363816,0.029460981488227844,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP5-832C2.5,0.002578344428911805,0.033599432557821274,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
TMEM163,0.002195249777287245,0.03182500973343849,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
MIR7515HG,0.06113310530781746,0.10097949951887131,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
MRGPRX4,0.0012627728283405304,0.02662452682852745,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
PRR12,0.0018506896449252963,0.033167146146297455,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RNU6-1316P,0.009103292599320412,0.039439938962459564,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
AMY1A,0.0026837054174393415,0.03430173918604851,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
ARIH2OS,0.002633087569847703,0.02900202013552189,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP11-700H6.2,0.0012686450500041246,0.026997724547982216,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
ABCC1,0.007748930249363184,0.045199353247880936,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
ADGRG7,0.002822400303557515,0.03490659222006798,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
ACSM6,0.006514670327305794,0.04757555574178696,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
CR1,0.13194778561592102,0.24848297238349915,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
CRCT1,0.02809930220246315,0.0635683685541153,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
SMG7,0.0012355628423392773,0.02585134096443653,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP11-16L14.2,0.01833411492407322,0.05372022092342377,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
CIBAR1P1,0.0020099119283258915,0.031717609614133835,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
CTD-2619J13.9,0.09665390104055405,0.109099842607975,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP11-717A5.3,0.0025878434535115957,0.03053915873169899,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
CTD-2027I19.3,0.0014052321203052998,0.027608158066868782,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP11-42H13.1,0.0016064996598288417,0.029986707493662834,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
ERICH6,0.0015647603431716561,0.03083750605583191,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
WASHC4,0.0015520687447860837,0.02908160537481308,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP1-269M15.3,0.001404821639880538,0.028081925585865974,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RNU6-1153P,0.0018323285039514303,0.03215577080845833,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
CWF19L2,0.0009926799684762955,0.02404945157468319,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP11-24J19.1,0.001472477917559445,0.027692463248968124,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
GAPDHP28,0.0013594123302027583,0.028193144127726555,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
MANSC1,0.0019583043176680803,0.034154199063777924,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP11-369K17.1,0.0024059542920440435,0.03648074343800545,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP11-666A8.9,0.002585280453786254,0.030827155336737633,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
PANK2,0.0013700984418392181,0.028044117614626884,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP11-95I16.6,0.0012808573665097356,0.027247022837400436,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
ACSM2A,0.001090756617486477,0.024813082069158554,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
AP000233.3,0.001329539343714714,0.026599930599331856,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
SIGLEC24P,0.0014866385608911514,0.029115591198205948,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
AC006077.3,0.001485413988120854,0.028200874105095863,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP11-344P13.4,0.0014125671004876494,0.028525460511446,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RP4-612B18.3,0.0022960668429732323,0.03406595066189766,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
RPL24P7,0.001536404131911695,0.02927440218627453,test_data,v4_type_pe_best,ridge_pair,cell_holdout,0.1,0
MIR21,0.0024507101625204086,0.038205336779356,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
LLNLF-158E9.1,0.04357479140162468,0.1108744665980339,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
BNIP3P17,0.0026817102916538715,0.03403408080339432,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
CTC-412M14.6,0.006460121832787991,0.037006691098213196,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP11-638L3.2,0.09207023680210114,0.19001154601573944,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
Y_RNA_ENSG00000252021,0.3106725811958313,0.3869979977607727,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
YWHAQP6,0.015296653844416142,0.056355807930231094,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
AC004985.12,0.007300133351236582,0.03893047198653221,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
MTCO2P34,0.009262718260288239,0.042054567486047745,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP5-1166A24.1,0.09121286123991013,0.17145031690597534,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
PPIAP62,0.0019650731701403856,0.03226398304104805,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
PAXBP1P1,0.010688148438930511,0.041957128793001175,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RNU2-65P,0.3865188658237457,0.4423699378967285,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
LRRC37A6P,0.07432573288679123,0.1415167897939682,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
CTD-3091F23.1,0.0020495459903031588,0.03278988227248192,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
CTD-3222D19.8,0.01346012856811285,0.048027969896793365,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
HMGB1P6,0.006572189275175333,0.042687155306339264,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
AC097467.2,0.04844486340880394,0.10608284175395966,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
MSMO1,0.21741066873073578,0.35221174359321594,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RPS3P2,0.1240909993648529,0.20346049964427948,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
GPR149,0.04602707922458649,0.09632542729377747,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP1-302D9.1,0.015253527089953423,0.05371163412928581,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
OR2AG1,0.0020120972767472267,0.03399037942290306,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
ARHGAP26-AS1,0.0024838107638061047,0.03514828532934189,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP5-832C2.5,0.002570834942162037,0.0335821770131588,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
TMEM163,0.002533345017582178,0.035211239010095596,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
MIR7515HG,0.06025651469826698,0.09935730695724487,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
MRGPRX4,0.0016988683491945267,0.03022228367626667,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
PRR12,0.001487044501118362,0.030044766142964363,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RNU6-1316P,0.00995129905641079,0.04162632301449776,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
AMY1A,0.003005686216056347,0.036500051617622375,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
ARIH2OS,0.0032201523426920176,0.03600181266665459,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP11-700H6.2,0.0019351548980921507,0.03325624018907547,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
ABCC1,0.006724603474140167,0.038023680448532104,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
ADGRG7,0.0027190533000975847,0.034982942044734955,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
ACSM6,0.005846696440130472,0.0424128957092762,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
CR1,0.12961965799331665,0.2466225028038025,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
CRCT1,0.028426816686987877,0.07207223773002625,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
SMG7,0.0021395524963736534,0.035037606954574585,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP11-16L14.2,0.01829121820628643,0.0588422529399395,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
CIBAR1P1,0.0024347668513655663,0.0346701443195343,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
CTD-2619J13.9,0.09629125893115997,0.11841540783643723,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP11-717A5.3,0.0027859131805598736,0.03283974528312683,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
CTD-2027I19.3,0.002403819002211094,0.037507593631744385,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP11-42H13.1,0.0017963891150429845,0.032110124826431274,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
ERICH6,0.0017732591368258,0.032697487622499466,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
WASHC4,0.0021946632768958807,0.03583058342337608,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP1-269M15.3,0.0018905398901551962,0.03304591029882431,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RNU6-1153P,0.0019106040708720684,0.034690916538238525,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
CWF19L2,0.002017045859247446,0.032830800861120224,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP11-24J19.1,0.0017314176075160503,0.03223436698317528,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
GAPDHP28,0.0015895516844466329,0.029752785339951515,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
MANSC1,0.0019056296441704035,0.0324149951338768,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP11-369K17.1,0.0019523350056260824,0.03266185522079468,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP11-666A8.9,0.002822382841259241,0.034622061997652054,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
PANK2,0.001803025952540338,0.03249169513583183,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP11-95I16.6,0.0019500148482620716,0.031678009778261185,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
ACSM2A,0.0020726346410810947,0.03452015295624733,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
AP000233.3,0.0017258034786209464,0.031644586473703384,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
SIGLEC24P,0.001934441039338708,0.033251985907554626,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
AC006077.3,0.002403605030849576,0.03826136887073517,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP11-344P13.4,0.0018828370375558734,0.03317023441195488,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RP4-612B18.3,0.0021830182522535324,0.034738969057798386,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
RPL24P7,0.0016192867187783122,0.030971016734838486,test_data,scconcept,ridge_pair,cell_holdout,0.1,0
MIR21,0.0009748765151016414,0.023151958361268044,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
LLNLF-158E9.1,0.04311060160398483,0.10829390585422516,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
BNIP3P17,0.0028809099458158016,0.03529312461614609,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
CTC-412M14.6,0.006170821841806173,0.034639161080121994,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP11-638L3.2,0.0922318771481514,0.18748149275779724,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
Y_RNA_ENSG00000252021,0.2864706516265869,0.36081039905548096,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
YWHAQP6,0.013989226892590523,0.049216378480196,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
AC004985.12,0.007481055799871683,0.038130830973386765,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
MTCO2P34,0.009955030865967274,0.04531549662351608,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP5-1166A24.1,0.08682777732610703,0.16445715725421906,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
PPIAP62,0.0017246465431526303,0.03278161585330963,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
PAXBP1P1,0.010184896178543568,0.039022497832775116,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RNU2-65P,0.3736076056957245,0.4232845604419708,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
LRRC37A6P,0.07119663804769516,0.1371934860944748,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
CTD-3091F23.1,0.0020058664958924055,0.0346890427172184,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
CTD-3222D19.8,0.013012698851525784,0.04204992949962616,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
HMGB1P6,0.005363166332244873,0.031682923436164856,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
AC097467.2,0.04680763930082321,0.10216224193572998,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
MSMO1,0.21421004831790924,0.3460518717765808,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RPS3P2,0.11256379634141922,0.1965993046760559,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
GPR149,0.041233256459236145,0.09576200693845749,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP1-302D9.1,0.014027919620275497,0.04200991988182068,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
OR2AG1,0.002323068678379059,0.035369306802749634,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
ARHGAP26-AS1,0.001871058950200677,0.029929012060165405,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP5-832C2.5,0.003201668616384268,0.03721940889954567,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
TMEM163,0.0018433924997225404,0.02876443974673748,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
MIR7515HG,0.05885861814022064,0.09605131298303604,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
MRGPRX4,0.001241421210579574,0.02773742377758026,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
PRR12,0.0013992346357554197,0.028744472190737724,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RNU6-1316P,0.00931327324360609,0.03935842216014862,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
AMY1A,0.0023086180444806814,0.029887983575463295,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
ARIH2OS,0.002746843732893467,0.030150020495057106,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
RP11-700H6.2,0.0016727892216295004,0.031616222113370895,test_data,scconcept_encoded,ridge_pair,cell_holdout,0.1,0
