dataset,adata_path,embedding,embedding_path,embedding_key,gene_list_path,model,split_mode,prompt_ratio,seed,device,target_size,mse,mae,r2,pearson_all,spearman_all,nonzero_mse,nonzero_pearson,status,error_message
test_data,/bigdata2/hyt/projects/scbenchmark/data/cellxgene/test_data.parquet,minus,/bigdata2/hyt/projects/scbenchmark/save_pretrain/minus/best_model.pt,module.embedding.weight,/bigdata2/hyt/projects/scbenchmark/vocab.json,ridge_pair,cell_holdout,0.1,0,auto,64,0.029804950580000877,0.06795118004083633,0.25032567977905273,0.501096785068512,0.25152668439899434,0.7857214212417603,0.49229058623313904,OK,
test_data,/bigdata2/hyt/projects/scbenchmark/data/cellxgene/test_data.parquet,baseline,/bigdata2/hyt/projects/scbenchmark/save_pretrain/baseline/best_model.pt,module.embedding.weight,/bigdata2/hyt/projects/scbenchmark/vocab.json,ridge_pair,cell_holdout,0.1,0,auto,64,0.030150027945637703,0.06845621019601822,0.24164605140686035,0.49236804246902466,0.24796322988974398,0.7985169887542725,0.49300244450569153,OK,
test_data,/bigdata2/hyt/projects/scbenchmark/data/cellxgene/test_data.parquet,scGPT_human,/bigdata2/hyt/projects/scbenchmark/save_pretrain/scGPT_human/best_model.pt,encoder.embedding.weight,/bigdata2/hyt/projects/scbenchmark/vocab.json,ridge_pair,cell_holdout,0.1,0,auto,64,0.029001399874687195,0.07052945345640182,0.2705371379852295,0.5204820036888123,0.2520306159912066,0.7457714676856995,0.5169576406478882,OK,
test_data,/bigdata2/hyt/projects/scbenchmark/data/cellxgene/test_data.parquet,v4_bias_rec_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_bias_rec_best/best_model.pt,embedding.weight,/bigdata2/hyt/projects/scbenchmark/vocab.json,ridge_pair,cell_holdout,0.1,0,auto,64,0.02991771139204502,0.06876584142446518,0.24748945236206055,0.49817901849746704,0.2497239244765623,0.787251353263855,0.5045686960220337,OK,
test_data,/bigdata2/hyt/projects/scbenchmark/data/cellxgene/test_data.parquet,v4_plain_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_plain_best/best_model.pt,embedding.weight,/bigdata2/hyt/projects/scbenchmark/vocab.json,ridge_pair,cell_holdout,0.1,0,auto,64,0.030237868428230286,0.06857340037822723,0.23943662643432617,0.48995083570480347,0.2495163753563148,0.8007354140281677,0.4862253665924072,OK,
test_data,/bigdata2/hyt/projects/scbenchmark/data/cellxgene/test_data.parquet,v4_type_pe_best,/bigdata2/hyt/projects/scbenchmark/save_pretrain/v4_type_pe_best/best_model.pt,embedding.weight,/bigdata2/hyt/projects/scbenchmark/vocab.json,ridge_pair,cell_holdout,0.1,0,auto,64,0.03031395561993122,0.0688655897974968,0.23752284049987793,0.488018274307251,0.2499404533026358,0.8046221137046814,0.48940080404281616,OK,
test_data,/bigdata2/hyt/projects/scbenchmark/data/cellxgene/test_data.parquet,scconcept,/bigdata2/hyt/projects/scbenchmark/save_pretrain/scconcept/best_model.pt,gene_token_encoder.learnable_embs.hsapiens.weight,/bigdata2/hyt/projects/scbenchmark/vocab.json,ridge_pair,cell_holdout,0.1,0,auto,64,0.030559156090021133,0.07123927772045135,0.23135536909103394,0.481387734413147,0.25165574774118477,0.8111013770103455,0.46080121397972107,OK,
test_data,/bigdata2/hyt/projects/scbenchmark/data/cellxgene/test_data.parquet,scconcept_encoded,/bigdata2/hyt/projects/scbenchmark/save_pretrain/scconcept_encoded/best_model.pt,embedding.weight,/bigdata2/hyt/projects/scbenchmark/vocab.json,ridge_pair,cell_holdout,0.1,0,auto,64,0.02927367202937603,0.06826697289943695,0.26368874311447144,0.5141401886940002,0.2514480180400588,0.7636390924453735,0.4931373596191406,OK,
